,value,min,max,dsc,sym,dev,timestamp
1,988.977113390159,300,1100,Barometer,hPa,BME680,1614592210.0136003
2,25.847707000288448,0,100,Hygrometer,%,BME680,1614592210.0136003
3,344.045,300000,1100000,VOC,KOhm,BME680,1614592210.0136003
0,27.94796875,-40,85,Thermometer,°c,BME680,1614592271.0702245
1,989.0370049035213,300,1100,Barometer,hPa,BME680,1614592271.0702245
2,25.938323361516986,0,100,Hygrometer,%,BME680,1614592271.0702245
3,342.352,300000,1100000,VOC,KOhm,BME680,1614592271.0702245
0,27.958515625,-40,85,Thermometer,°c,BME680,1614592331.9756703
1,989.0694275414659,300,1100,Barometer,hPa,BME680,1614592331.9756703
2,25.944631431709873,0,100,Hygrometer,%,BME680,1614592331.9756703
3,342.015,300000,1100000,VOC,KOhm,BME680,1614592331.9756703
0,27.98703125,-40,85,Thermometer,°c,BME680,1614592392.926468
1,989.0842659460682,300,1100,Barometer,hPa,BME680,1614592392.926468
2,25.957818834672604,0,100,Hygrometer,%,BME680,1614592392.926468
3,344.045,300000,1100000,VOC,KOhm,BME680,1614592392.926468
0,28.005,-40,85,Thermometer,°c,BME680,1614592453.8302295
1,989.080774397573,300,1100,Barometer,hPa,BME680,1614592453.8302295
2,26.118812507464476,0,100,Hygrometer,%,BME680,1614592453.8302295
3,344.045,300000,1100000,VOC,KOhm,BME680,1614592453.8302295
0,28.0344921875,-40,85,Thermometer,°c,BME680,1614592514.7716959
1,989.0812839560746,300,1100,Barometer,hPa,BME680,1614592514.7716959
2,26.077034361259365,0,100,Hygrometer,%,BME680,1614592514.7716959
3,342.689,300000,1100000,VOC,KOhm,BME680,1614592514.7716959
0,28.055390625,-40,85,Thermometer,°c,BME680,1614592575.7170675
1,989.0823895883738,300,1100,Barometer,hPa,BME680,1614592575.7170675
2,26.100671166350303,0,100,Hygrometer,%,BME680,1614592575.7170675
3,344.045,300000,1100000,VOC,KOhm,BME680,1614592575.7170675
0,28.0606640625,-40,85,Thermometer,°c,BME680,1614592636.730348
1,989.106530996116,300,1100,Barometer,hPa,BME680,1614592636.730348
2,26.23882476765371,0,100,Hygrometer,%,BME680,1614592636.730348
3,341.679,300000,1100000,VOC,KOhm,BME680,1614592636.730348
0,28.0661328125,-40,85,Thermometer,°c,BME680,1614592697.6302807
1,989.088688231826,300,1100,Barometer,hPa,BME680,1614592697.6302807
2,26.25027444318844,0,100,Hygrometer,%,BME680,1614592697.6302807
3,340.009,300000,1100000,VOC,KOhm,BME680,1614592697.6302807
0,28.079609375,-40,85,Thermometer,°c,BME680,1614592758.580237
1,989.1028054063913,300,1100,Barometer,hPa,BME680,1614592758.580237
2,26.26234633888838,0,100,Hygrometer,%,BME680,1614592758.580237
3,343.366,300000,1100000,VOC,KOhm,BME680,1614592758.580237
0,28.10578125,-40,85,Thermometer,°c,BME680,1614592819.5124822
1,989.1245254280668,300,1100,Barometer,hPa,BME680,1614592819.5124822
2,26.192710694502924,0,100,Hygrometer,%,BME680,1614592819.5124822
3,341.009,300000,1100000,VOC,KOhm,BME680,1614592819.5124822
0,28.1258984375,-40,85,Thermometer,°c,BME680,1614592880.3892071
1,989.1384974730264,300,1100,Barometer,hPa,BME680,1614592880.3892071
2,26.177734035171948,0,100,Hygrometer,%,BME680,1614592880.3892071
3,340.675,300000,1100000,VOC,KOhm,BME680,1614592880.3892071
0,28.1532421875,-40,85,Thermometer,°c,BME680,1614592941.323708
1,989.1726299277763,300,1100,Barometer,hPa,BME680,1614592941.323708
2,26.157806411997317,0,100,Hygrometer,%,BME680,1614592941.323708
3,341.009,300000,1100000,VOC,KOhm,BME680,1614592941.323708
0,28.18703125,-40,85,Thermometer,°c,BME680,1614593002.2571676
1,989.206309777918,300,1100,Barometer,hPa,BME680,1614593002.2571676
2,26.1163400088599,0,100,Hygrometer,%,BME680,1614593002.2571676
3,340.675,300000,1100000,VOC,KOhm,BME680,1614593002.2571676
0,28.2235546875,-40,85,Thermometer,°c,BME680,1614593063.1502402
1,989.2583831728143,300,1100,Barometer,hPa,BME680,1614593063.1502402
2,26.03654313164205,0,100,Hygrometer,%,BME680,1614593063.1502402
3,339.345,300000,1100000,VOC,KOhm,BME680,1614593063.1502402
0,28.25421875,-40,85,Thermometer,°c,BME680,1614593124.0802364
1,989.2977289980831,300,1100,Barometer,hPa,BME680,1614593124.0802364
2,26.022387495198423,0,100,Hygrometer,%,BME680,1614593124.0802364
3,340.342,300000,1100000,VOC,KOhm,BME680,1614593124.0802364
0,28.2846875,-40,85,Thermometer,°c,BME680,1614593184.983671
1,989.3297167500231,300,1100,Barometer,hPa,BME680,1614593184.983671
2,26.013722807161408,0,100,Hygrometer,%,BME680,1614593184.983671
3,340.342,300000,1100000,VOC,KOhm,BME680,1614593184.983671
0,28.319453125,-40,85,Thermometer,°c,BME680,1614593245.990243
