,value,min,max,dsc,sym,dev,timestamp
1,989.7463249167762,300,1100,Barometer,hPa,BME680,1614556879.4557803
2,22.69950997400413,0,100,Hygrometer,%,BME680,1614556879.4557803
3,309.177,300000,1100000,VOC,KOhm,BME680,1614556879.4557803
0,29.9716015625,-40,85,Thermometer,°c,BME680,1614556940.3002222
1,989.7475233418521,300,1100,Barometer,hPa,BME680,1614556940.3002222
2,22.667545376522945,0,100,Hygrometer,%,BME680,1614556940.3002222
3,307.537,300000,1100000,VOC,KOhm,BME680,1614556940.3002222
0,29.9669140625,-40,85,Thermometer,°c,BME680,1614557001.1745853
1,989.7666853261039,300,1100,Barometer,hPa,BME680,1614557001.1745853
2,22.704939606884725,0,100,Hygrometer,%,BME680,1614557001.1745853
3,308.082,300000,1100000,VOC,KOhm,BME680,1614557001.1745853
0,29.96515625,-40,85,Thermometer,°c,BME680,1614557062.0593436
1,989.7462549664637,300,1100,Barometer,hPa,BME680,1614557062.0593436
2,22.69942878649397,0,100,Hygrometer,%,BME680,1614557062.0593436
3,310.281,300000,1100000,VOC,KOhm,BME680,1614557062.0593436
0,29.957734375,-40,85,Thermometer,°c,BME680,1614557122.9102714
1,989.7098746349188,300,1100,Barometer,hPa,BME680,1614557122.9102714
2,22.71508201052514,0,100,Hygrometer,%,BME680,1614557122.9102714
3,309.452,300000,1100000,VOC,KOhm,BME680,1614557122.9102714
0,29.953046875,-40,85,Thermometer,°c,BME680,1614557183.7650359
1,989.6795493083513,300,1100,Barometer,hPa,BME680,1614557183.7650359
2,22.74170686651891,0,100,Hygrometer,%,BME680,1614557183.7650359
3,308.082,300000,1100000,VOC,KOhm,BME680,1614557183.7650359
0,29.945234375,-40,85,Thermometer,°c,BME680,1614557244.580212
1,989.6549292552234,300,1100,Barometer,hPa,BME680,1614557244.580212
2,22.751946053312523,0,100,Hygrometer,%,BME680,1614557244.580212
3,310.558,300000,1100000,VOC,KOhm,BME680,1614557244.580212
0,29.931953125,-40,85,Thermometer,°c,BME680,1614557305.4102273
1,989.6305724860644,300,1100,Barometer,hPa,BME680,1614557305.4102273
2,22.71329512978268,0,100,Hygrometer,%,BME680,1614557305.4102273
3,309.452,300000,1100000,VOC,KOhm,BME680,1614557305.4102273
0,29.9219921875,-40,85,Thermometer,°c,BME680,1614557366.7001808
1,989.6114214254324,300,1100,Barometer,hPa,BME680,1614557366.7001808
2,22.739552411569054,0,100,Hygrometer,%,BME680,1614557366.7001808
3,310.558,300000,1100000,VOC,KOhm,BME680,1614557366.7001808
0,29.9184765625,-40,85,Thermometer,°c,BME680,1614557427.5712707
1,989.5935387619533,300,1100,Barometer,hPa,BME680,1614557427.5712707
2,22.712361251872764,0,100,Hygrometer,%,BME680,1614557427.5712707
3,309.728,300000,1100000,VOC,KOhm,BME680,1614557427.5712707
0,29.9083203125,-40,85,Thermometer,°c,BME680,1614557488.4548457
1,989.5758491708048,300,1100,Barometer,hPa,BME680,1614557488.4548457
2,22.71165753849341,0,100,Hygrometer,%,BME680,1614557488.4548457
3,311.113,300000,1100000,VOC,KOhm,BME680,1614557488.4548457
0,29.9032421875,-40,85,Thermometer,°c,BME680,1614557549.3302321
1,989.5519828654478,300,1100,Barometer,hPa,BME680,1614557549.3302321
2,22.70591713471923,0,100,Hygrometer,%,BME680,1614557549.3302321
3,312.792,300000,1100000,VOC,KOhm,BME680,1614557549.3302321
0,29.904609375,-40,85,Thermometer,°c,BME680,1614557610.2011044
1,989.5399882534783,300,1100,Barometer,hPa,BME680,1614557610.2011044
2,22.68984739943568,0,100,Hygrometer,%,BME680,1614557610.2011044
3,312.511,300000,1100000,VOC,KOhm,BME680,1614557610.2011044
0,29.9065625,-40,85,Thermometer,°c,BME680,1614557671.0803018
1,989.5218431420108,300,1100,Barometer,hPa,BME680,1614557671.0803018
2,22.706147128803718,0,100,Hygrometer,%,BME680,1614557671.0803018
3,311.392,300000,1100000,VOC,KOhm,BME680,1614557671.0803018
0,29.9055859375,-40,85,Thermometer,°c,BME680,1614557732.018689
1,989.500872539108,300,1100,Barometer,hPa,BME680,1614557732.018689
2,22.695302939812727,0,100,Hygrometer,%,BME680,1614557732.018689
3,312.511,300000,1100000,VOC,KOhm,BME680,1614557732.018689
0,29.9051953125,-40,85,Thermometer,°c,BME680,1614557792.8957446
1,989.4843550019194,300,1100,Barometer,hPa,BME680,1614557792.8957446
2,22.700664047098286,0,100,Hygrometer,%,BME680,1614557792.8957446
3,312.511,300000,1100000,VOC,KOhm,BME680,1614557792.8957446
0,29.9102734375,-40,85,Thermometer,°c,BME680,1614557853.7502615
1,989.4587375615369,300,1100,Barometer,hPa,BME680,1614557853.7502615
2,22.66868972239667,0,100,Hygrometer,%,BME680,1614557853.7502615
3,311.392,300000,1100000,VOC,KOhm,BME680,1614557853.7502615
0,29.9130078125,-40,85,Thermometer,°c,BME680,1614557914.5802546
1,989.4365148695887,300,1100,Barometer,hPa,BME680,1614557914.5802546
2,22.652718752067784,0,100,Hygrometer,%,BME680,1614557914.5802546
3,312.511,300000,1100000,VOC,KOhm,BME680,1614557914.5802546
0,29.90890625,-40,85,Thermometer,°c,BME680,1614557975.4273424
1,989.4159476925247,300,1100,Barometer,hPa,BME680,1614557975.4273424
2,22.663208282577376,0,100,Hygrometer,%,BME680,1614557975.4273424
3,312.511,300000,1100000,VOC,KOhm,BME680,1614557975.4273424
0,29.906171875,-40,85,Thermometer,°c,BME680,1614558036.2942953
1,989.4010581939676,300,1100,Barometer,hPa,BME680,1614558036.2942953
2,22.68995556529196,0,100,Hygrometer,%,BME680,1614558036.2942953
3,315.059,300000,1100000,VOC,KOhm,BME680,1614558036.2942953
0,29.90578125,-40,85,Thermometer,°c,BME680,1614558097.17033
1,989.3845407582303,300,1100,Barometer,hPa,BME680,1614558097.17033
2,22.67376604279711,0,100,Hygrometer,%,BME680,1614558097.17033
3,314.489,300000,1100000,VOC,KOhm,BME680,1614558097.17033
0,29.90421875,-40,85,Thermometer,°c,BME680,1614558157.9802275
1,989.3714882521106,300,1100,Barometer,hPa,BME680,1614558157.9802275
2,22.668270919332624,0,100,Hygrometer,%,BME680,1614558157.9802275
3,315.059,300000,1100000,VOC,KOhm,BME680,1614558157.9802275
0,29.90265625,-40,85,Thermometer,°c,BME680,1614558218.8302336
1,989.3460652099836,300,1100,Barometer,hPa,BME680,1614558218.8302336
2,22.64661706428603,0,100,Hygrometer,%,BME680,1614558218.8302336
3,315.631,300000,1100000,VOC,KOhm,BME680,1614558218.8302336
0,29.8926953125,-40,85,Thermometer,°c,BME680,1614558279.660281
1,989.3339871473711,300,1100,Barometer,hPa,BME680,1614558279.660281
2,22.65670085779676,0,100,Hygrometer,%,BME680,1614558279.660281
3,314.205,300000,1100000,VOC,KOhm,BME680,1614558279.660281
0,29.8903515625,-40,85,Thermometer,°c,BME680,1614558340.502051
1,989.3267792370733,300,1100,Barometer,hPa,BME680,1614558340.502051
2,22.62422523311598,0,100,Hygrometer,%,BME680,1614558340.502051
3,315.059,300000,1100000,VOC,KOhm,BME680,1614558340.502051
0,29.8903515625,-40,85,Thermometer,°c,BME680,1614558401.8069892
1,989.3144088936566,300,1100,Barometer,hPa,BME680,1614558401.8069892
2,22.645766740043342,0,100,Hygrometer,%,BME680,1614558401.8069892
3,315.059,300000,1100000,VOC,KOhm,BME680,1614558401.8069892
0,29.8966015625,-40,85,Thermometer,°c,BME680,1614558462.6301656
1,989.3012310940393,300,1100,Barometer,hPa,BME680,1614558462.6301656
2,22.6192718646083,0,100,Hygrometer,%,BME680,1614558462.6301656
3,313.074,300000,1100000,VOC,KOhm,BME680,1614558462.6301656
0,29.9001171875,-40,85,Thermometer,°c,BME680,1614558523.5208938
1,989.3032067386233,300,1100,Barometer,hPa,BME680,1614558523.5208938
2,22.597976960984468,0,100,Hygrometer,%,BME680,1614558523.5208938
3,313.922,300000,1100000,VOC,KOhm,BME680,1614558523.5208938
0,29.8950390625,-40,85,Thermometer,°c,BME680,1614558584.3994188
1,989.3040837828265,300,1100,Barometer,hPa,BME680,1614558584.3994188
2,22.61377933631039,0,100,Hygrometer,%,BME680,1614558584.3994188
3,313.922,300000,1100000,VOC,KOhm,BME680,1614558584.3994188
0,29.8878125,-40,85,Thermometer,°c,BME680,1614558645.2983282
1,989.2874559226362,300,1100,Barometer,hPa,BME680,1614558645.2983282
2,22.624049927214095,0,100,Hygrometer,%,BME680,1614558645.2983282
3,314.205,300000,1100000,VOC,KOhm,BME680,1614558645.2983282
0,29.883125,-40,85,Thermometer,°c,BME680,1614558706.1712596
1,989.2871778612315,300,1100,Barometer,hPa,BME680,1614558706.1712596
2,22.61295708847285,0,100,Hygrometer,%,BME680,1614558706.1712596
3,314.205,300000,1100000,VOC,KOhm,BME680,1614558706.1712596
0,29.8846875,-40,85,Thermometer,°c,BME680,1614558767.080178
1,989.2631191863122,300,1100,Barometer,hPa,BME680,1614558767.080178
2,22.596912712415474,0,100,Hygrometer,%,BME680,1614558767.080178
3,316.205,300000,1100000,VOC,KOhm,BME680,1614558767.080178
0,29.8887890625,-40,85,Thermometer,°c,BME680,1614558827.9310448
1,989.2395053347137,300,1100,Barometer,hPa,BME680,1614558827.9310448
2,22.581045223287433,0,100,Hygrometer,%,BME680,1614558827.9310448
3,316.205,300000,1100000,VOC,KOhm,BME680,1614558827.9310448
0,29.90109375,-40,85,Thermometer,°c,BME680,1614558888.8046198
1,989.20754032933,300,1100,Barometer,hPa,BME680,1614558888.8046198
2,22.544215781963942,0,100,Hygrometer,%,BME680,1614558888.8046198
3,315.631,300000,1100000,VOC,KOhm,BME680,1614558888.8046198
0,29.9096875,-40,85,Thermometer,°c,BME680,1614558949.6308649
1,989.1785943283171,300,1100,Barometer,hPa,BME680,1614558949.6308649
2,22.501759609217096,0,100,Hygrometer,%,BME680,1614558949.6308649
3,314.489,300000,1100000,VOC,KOhm,BME680,1614558949.6308649
0,29.9165234375,-40,85,Thermometer,°c,BME680,1614559010.4914556
1,989.1557289896541,300,1100,Barometer,hPa,BME680,1614559010.4914556
2,22.523751928157814,0,100,Hygrometer,%,BME680,1614559010.4914556
3,315.345,300000,1100000,VOC,KOhm,BME680,1614559010.4914556
0,29.9231640625,-40,85,Thermometer,°c,BME680,1614559071.3393493
1,989.1431605520761,300,1100,Barometer,hPa,BME680,1614559071.3393493
2,22.497305717517214,0,100,Hygrometer,%,BME680,1614559071.3393493
3,317.359,300000,1100000,VOC,KOhm,BME680,1614559071.3393493
0,29.922578125,-40,85,Thermometer,°c,BME680,1614559132.2187674
1,989.1263369548225,300,1100,Barometer,hPa,BME680,1614559132.2187674
2,22.529549703288854,0,100,Hygrometer,%,BME680,1614559132.2187674
3,318.23,300000,1100000,VOC,KOhm,BME680,1614559132.2187674
0,29.9266796875,-40,85,Thermometer,°c,BME680,1614559193.053504
1,989.0921165659053,300,1100,Barometer,hPa,BME680,1614559193.053504
2,22.47602871218718,0,100,Hygrometer,%,BME680,1614559193.053504
3,315.631,300000,1100000,VOC,KOhm,BME680,1614559193.053504
0,29.93078125,-40,85,Thermometer,°c,BME680,1614559253.9258025
1,989.0419901100555,300,1100,Barometer,hPa,BME680,1614559253.9258025
2,22.48168973519588,0,100,Hygrometer,%,BME680,1614559253.9258025
3,315.059,300000,1100000,VOC,KOhm,BME680,1614559253.9258025
0,29.9317578125,-40,85,Thermometer,°c,BME680,1614559314.7994401
1,988.9834324017876,300,1100,Barometer,hPa,BME680,1614559314.7994401
2,22.460240585168012,0,100,Hygrometer,%,BME680,1614559314.7994401
3,317.939,300000,1100000,VOC,KOhm,BME680,1614559314.7994401
0,29.9278515625,-40,85,Thermometer,°c,BME680,1614559375.6686
1,988.9384323390196,300,1100,Barometer,hPa,BME680,1614559375.6686
2,22.449215853890426,0,100,Hygrometer,%,BME680,1614559375.6686
3,316.205,300000,1100000,VOC,KOhm,BME680,1614559375.6686
0,29.913984375,-40,85,Thermometer,°c,BME680,1614559436.89475
1,988.9078710260842,300,1100,Barometer,hPa,BME680,1614559436.89475
2,22.518196350189474,0,100,Hygrometer,%,BME680,1614559436.89475
3,316.493,300000,1100000,VOC,KOhm,BME680,1614559436.89475
0,29.89640625,-40,85,Thermometer,°c,BME680,1614559497.7661345
1,988.8785653313149,300,1100,Barometer,hPa,BME680,1614559497.7661345
2,22.527749106541513,0,100,Hygrometer,%,BME680,1614559497.7661345
3,317.359,300000,1100000,VOC,KOhm,BME680,1614559497.7661345
0,29.8844921875,-40,85,Thermometer,°c,BME680,1614559558.6279488
1,988.8581333231945,300,1100,Barometer,hPa,BME680,1614559558.6279488
2,22.543073079138825,0,100,Hygrometer,%,BME680,1614559558.6279488
3,317.939,300000,1100000,VOC,KOhm,BME680,1614559558.6279488
0,29.8753125,-40,85,Thermometer,°c,BME680,1614559619.5156083
1,988.8419851598691,300,1100,Barometer,hPa,BME680,1614559619.5156083
2,22.48325973821461,0,100,Hygrometer,%,BME680,1614559619.5156083
3,317.07,300000,1100000,VOC,KOhm,BME680,1614559619.5156083
0,29.8696484375,-40,85,Thermometer,°c,BME680,1614559680.3974984
1,988.8331117912732,300,1100,Barometer,hPa,BME680,1614559680.3974984
2,22.520528151342525,0,100,Hygrometer,%,BME680,1614559680.3974984
3,319.987,300000,1100000,VOC,KOhm,BME680,1614559680.3974984
0,29.8614453125,-40,85,Thermometer,°c,BME680,1614559741.3343945
1,988.8131924074677,300,1100,Barometer,hPa,BME680,1614559741.3343945
2,22.514583970362157,0,100,Hygrometer,%,BME680,1614559741.3343945
3,320.282,300000,1100000,VOC,KOhm,BME680,1614559741.3343945
0,29.8434765625,-40,85,Thermometer,°c,BME680,1614559802.1924808
1,988.808014227585,300,1100,Barometer,hPa,BME680,1614559802.1924808
2,22.534869899064912,0,100,Hygrometer,%,BME680,1614559802.1924808
3,317.939,300000,1100000,VOC,KOhm,BME680,1614559802.1924808
0,29.8128125,-40,85,Thermometer,°c,BME680,1614559863.0647225
1,988.7900136897654,300,1100,Barometer,hPa,BME680,1614559863.0647225
2,22.591957248835307,0,100,Hygrometer,%,BME680,1614559863.0647225
3,318.23,300000,1100000,VOC,KOhm,BME680,1614559863.0647225
0,29.7883984375,-40,85,Thermometer,°c,BME680,1614559923.9382877
1,988.7659005933504,300,1100,Barometer,hPa,BME680,1614559923.9382877
2,22.584892531051267,0,100,Hygrometer,%,BME680,1614559923.9382877
3,317.939,300000,1100000,VOC,KOhm,BME680,1614559923.9382877
0,29.7571484375,-40,85,Thermometer,°c,BME680,1614559984.8147006
1,988.7505117741559,300,1100,Barometer,hPa,BME680,1614559984.8147006
2,22.636567982711338,0,100,Hygrometer,%,BME680,1614559984.8147006
3,318.814,300000,1100000,VOC,KOhm,BME680,1614559984.8147006
0,29.726875,-40,85,Thermometer,°c,BME680,1614560045.6502247
1,988.7419502744302,300,1100,Barometer,hPa,BME680,1614560045.6502247
2,22.64524638664816,0,100,Hygrometer,%,BME680,1614560045.6502247
3,321.169,300000,1100000,VOC,KOhm,BME680,1614560045.6502247
0,29.7001171875,-40,85,Thermometer,°c,BME680,1614560106.5243087
1,988.7388937716466,300,1100,Barometer,hPa,BME680,1614560106.5243087
2,22.64878336536494,0,100,Hygrometer,%,BME680,1614560106.5243087
3,319.693,300000,1100000,VOC,KOhm,BME680,1614560106.5243087
0,29.66984375,-40,85,Thermometer,°c,BME680,1614560167.4033086
1,988.7462248776322,300,1100,Barometer,hPa,BME680,1614560167.4033086
2,22.689768018126376,0,100,Hygrometer,%,BME680,1614560167.4033086
3,319.987,300000,1100000,VOC,KOhm,BME680,1614560167.4033086
0,29.6383984375,-40,85,Thermometer,°c,BME680,1614560228.2903888
1,988.7640802184611,300,1100,Barometer,hPa,BME680,1614560228.2903888
2,22.719907055772968,0,100,Hygrometer,%,BME680,1614560228.2903888
3,322.061,300000,1100000,VOC,KOhm,BME680,1614560228.2903888
0,29.6098828125,-40,85,Thermometer,°c,BME680,1614560289.1426377
1,988.7865203822352,300,1100,Barometer,hPa,BME680,1614560289.1426377
2,22.728706270964345,0,100,Hygrometer,%,BME680,1614560289.1426377
3,319.987,300000,1100000,VOC,KOhm,BME680,1614560289.1426377
0,29.583125,-40,85,Thermometer,°c,BME680,1614560350.0172782
1,988.7993455097806,300,1100,Barometer,hPa,BME680,1614560350.0172782
2,22.737626924391055,0,100,Hygrometer,%,BME680,1614560350.0172782
3,321.763,300000,1100000,VOC,KOhm,BME680,1614560350.0172782
0,29.5579296875,-40,85,Thermometer,°c,BME680,1614560410.9805741
1,988.8110826507835,300,1100,Barometer,hPa,BME680,1614560410.9805741
2,22.75742840129779,0,100,Hygrometer,%,BME680,1614560410.9805741
3,320.577,300000,1100000,VOC,KOhm,BME680,1614560410.9805741
0,29.5286328125,-40,85,Thermometer,°c,BME680,1614560471.9214303
1,988.8252186794183,300,1100,Barometer,hPa,BME680,1614560471.9214303
2,22.771559822994224,0,100,Hygrometer,%,BME680,1614560471.9214303
3,321.169,300000,1100000,VOC,KOhm,BME680,1614560471.9214303
0,29.500703125,-40,85,Thermometer,°c,BME680,1614560532.8066888
1,988.8255977079117,300,1100,Barometer,hPa,BME680,1614560532.8066888
2,22.81811306100428,0,100,Hygrometer,%,BME680,1614560532.8066888
3,322.659,300000,1100000,VOC,KOhm,BME680,1614560532.8066888
0,29.474140625,-40,85,Thermometer,°c,BME680,1614560593.6776333
1,988.8351801992648,300,1100,Barometer,hPa,BME680,1614560593.6776333
2,22.827047232166922,0,100,Hygrometer,%,BME680,1614560593.6776333
3,322.659,300000,1100000,VOC,KOhm,BME680,1614560593.6776333
0,29.4477734375,-40,85,Thermometer,°c,BME680,1614560654.5125315
1,988.8327033420896,300,1100,Barometer,hPa,BME680,1614560654.5125315
2,22.841383555974815,0,100,Hygrometer,%,BME680,1614560654.5125315
3,322.659,300000,1100000,VOC,KOhm,BME680,1614560654.5125315
0,29.4253125,-40,85,Thermometer,°c,BME680,1614560715.3876953
1,988.8363466121424,300,1100,Barometer,hPa,BME680,1614560715.3876953
2,22.85599133235442,0,100,Hygrometer,%,BME680,1614560715.3876953
3,322.959,300000,1100000,VOC,KOhm,BME680,1614560715.3876953
0,29.3971875,-40,85,Thermometer,°c,BME680,1614560776.2856627
1,988.8364061609275,300,1100,Barometer,hPa,BME680,1614560776.2856627
2,22.891765800389088,0,100,Hygrometer,%,BME680,1614560776.2856627
3,324.163,300000,1100000,VOC,KOhm,BME680,1614560776.2856627
0,29.3758984375,-40,85,Thermometer,°c,BME680,1614560837.116548
1,988.8136291707399,300,1100,Barometer,hPa,BME680,1614560837.116548
2,22.901066529261076,0,100,Hygrometer,%,BME680,1614560837.116548
3,322.061,300000,1100000,VOC,KOhm,BME680,1614560837.116548
0,29.3579296875,-40,85,Thermometer,°c,BME680,1614560898.016335
1,988.7819309817502,300,1100,Barometer,hPa,BME680,1614560898.016335
2,22.91059816529547,0,100,Hygrometer,%,BME680,1614560898.016335
3,325.681,300000,1100000,VOC,KOhm,BME680,1614560898.016335
0,29.3446484375,-40,85,Thermometer,°c,BME680,1614560958.8602226
1,988.7469870326452,300,1100,Barometer,hPa,BME680,1614560958.8602226
2,22.915065133195252,0,100,Hygrometer,%,BME680,1614560958.8602226
3,325.072,300000,1100000,VOC,KOhm,BME680,1614560958.8602226
0,29.3188671875,-40,85,Thermometer,°c,BME680,1614561019.7364879
1,988.7295275144633,300,1100,Barometer,hPa,BME680,1614561019.7364879
2,22.945618384983277,0,100,Hygrometer,%,BME680,1614561019.7364879
3,326.598,300000,1100000,VOC,KOhm,BME680,1614561019.7364879
0,29.29171875,-40,85,Thermometer,°c,BME680,1614561080.580232
1,988.7205163472516,300,1100,Barometer,hPa,BME680,1614561080.580232
2,22.98147320563545,0,100,Hygrometer,%,BME680,1614561080.580232
3,325.681,300000,1100000,VOC,KOhm,BME680,1614561080.580232
0,29.26046875,-40,85,Thermometer,°c,BME680,1614561141.4472241
1,988.7280234539996,300,1100,Barometer,hPa,BME680,1614561141.4472241
2,23.017047809336866,0,100,Hygrometer,%,BME680,1614561141.4472241
3,326.292,300000,1100000,VOC,KOhm,BME680,1614561141.4472241
0,29.2368359375,-40,85,Thermometer,°c,BME680,1614561202.3110912
1,988.7351096274376,300,1100,Barometer,hPa,BME680,1614561202.3110912
2,23.03697525732956,0,100,Hygrometer,%,BME680,1614561202.3110912
3,325.376,300000,1100000,VOC,KOhm,BME680,1614561202.3110912
0,29.241328125,-40,85,Thermometer,°c,BME680,1614561263.1839025
1,988.7192023118762,300,1100,Barometer,hPa,BME680,1614561263.1839025
2,22.999531992825062,0,100,Hygrometer,%,BME680,1614561263.1839025
3,327.83,300000,1100000,VOC,KOhm,BME680,1614561263.1839025
0,29.2653515625,-40,85,Thermometer,°c,BME680,1614561324.060251
1,988.7003693892277,300,1100,Barometer,hPa,BME680,1614561324.060251
2,23.1955147031672,0,100,Hygrometer,%,BME680,1614561324.060251
3,323.861,300000,1100000,VOC,KOhm,BME680,1614561324.060251
0,29.29015625,-40,85,Thermometer,°c,BME680,1614561384.952563
1,988.6809916273378,300,1100,Barometer,hPa,BME680,1614561384.952563
2,23.267499850497728,0,100,Hygrometer,%,BME680,1614561384.952563
3,323.861,300000,1100000,VOC,KOhm,BME680,1614561384.952563
0,29.3067578125,-40,85,Thermometer,°c,BME680,1614561445.7707918
1,988.6505174362518,300,1100,Barometer,hPa,BME680,1614561445.7707918
2,23.230840603849803,0,100,Hygrometer,%,BME680,1614561445.7707918
3,322.959,300000,1100000,VOC,KOhm,BME680,1614561445.7707918
0,29.308515625,-40,85,Thermometer,°c,BME680,1614561506.8801963
1,988.6161962825784,300,1100,Barometer,hPa,BME680,1614561506.8801963
2,23.230964303667317,0,100,Hygrometer,%,BME680,1614561506.8801963
3,322.959,300000,1100000,VOC,KOhm,BME680,1614561506.8801963
0,29.3065625,-40,85,Thermometer,°c,BME680,1614561567.7188258
1,988.5831209377525,300,1100,Barometer,hPa,BME680,1614561567.7188258
2,23.214617755538328,0,100,Hygrometer,%,BME680,1614561567.7188258
3,323.56,300000,1100000,VOC,KOhm,BME680,1614561567.7188258
0,29.2813671875,-40,85,Thermometer,°c,BME680,1614561628.6202347
1,988.5489285637278,300,1100,Barometer,hPa,BME680,1614561628.6202347
2,23.26688060559951,0,100,Hygrometer,%,BME680,1614561628.6202347
3,322.659,300000,1100000,VOC,KOhm,BME680,1614561628.6202347
0,29.252265625,-40,85,Thermometer,°c,BME680,1614561689.5126796
1,988.506848473261,300,1100,Barometer,hPa,BME680,1614561689.5126796
2,23.302665172774958,0,100,Hygrometer,%,BME680,1614561689.5126796
3,325.986,300000,1100000,VOC,KOhm,BME680,1614561689.5126796
0,29.221796875,-40,85,Thermometer,°c,BME680,1614561750.3917422
1,988.4696869302658,300,1100,Barometer,hPa,BME680,1614561750.3917422
2,23.300516424343936,0,100,Hygrometer,%,BME680,1614561750.3917422
3,325.072,300000,1100000,VOC,KOhm,BME680,1614561750.3917422
0,29.1864453125,-40,85,Thermometer,°c,BME680,1614561811.283846
1,988.4336980328636,300,1100,Barometer,hPa,BME680,1614561811.283846
2,23.34126954391147,0,100,Hygrometer,%,BME680,1614561811.283846
3,325.376,300000,1100000,VOC,KOhm,BME680,1614561811.283846
0,29.1505078125,-40,85,Thermometer,°c,BME680,1614561872.1441188
1,988.3897289229885,300,1100,Barometer,hPa,BME680,1614561872.1441188
2,23.37658060054736,0,100,Hygrometer,%,BME680,1614561872.1441188
3,324.465,300000,1100000,VOC,KOhm,BME680,1614561872.1441188
0,29.112421875,-40,85,Thermometer,°c,BME680,1614561933.0198321
1,988.3529817584124,300,1100,Barometer,hPa,BME680,1614561933.0198321
2,23.406335783230535,0,100,Hygrometer,%,BME680,1614561933.0198321
3,323.56,300000,1100000,VOC,KOhm,BME680,1614561933.0198321
0,29.06671875,-40,85,Thermometer,°c,BME680,1614561993.8502223
1,988.3272370364353,300,1100,Barometer,hPa,BME680,1614561993.8502223
2,23.45178259338245,0,100,Hygrometer,%,BME680,1614561993.8502223
3,323.56,300000,1100000,VOC,KOhm,BME680,1614561993.8502223
0,29.0255078125,-40,85,Thermometer,°c,BME680,1614562054.707595
1,988.3085279338011,300,1100,Barometer,hPa,BME680,1614562054.707595
2,23.4705026223611,0,100,Hygrometer,%,BME680,1614562054.707595
3,324.163,300000,1100000,VOC,KOhm,BME680,1614562054.707595
0,28.988203125,-40,85,Thermometer,°c,BME680,1614562115.5802462
1,988.2888781472348,300,1100,Barometer,hPa,BME680,1614562115.5802462
2,23.478679160371893,0,100,Hygrometer,%,BME680,1614562115.5802462
3,324.768,300000,1100000,VOC,KOhm,BME680,1614562115.5802462
0,28.9520703125,-40,85,Thermometer,°c,BME680,1614562176.440949
1,988.2604742291663,300,1100,Barometer,hPa,BME680,1614562176.440949
2,23.50858003486452,0,100,Hygrometer,%,BME680,1614562176.440949
3,323.861,300000,1100000,VOC,KOhm,BME680,1614562176.440949
0,28.910859375,-40,85,Thermometer,°c,BME680,1614562237.3238966
1,988.2294010230361,300,1100,Barometer,hPa,BME680,1614562237.3238966
2,23.532711741447265,0,100,Hygrometer,%,BME680,1614562237.3238966
3,324.465,300000,1100000,VOC,KOhm,BME680,1614562237.3238966
0,28.87296875,-40,85,Thermometer,°c,BME680,1614562298.2029068
1,988.194707550403,300,1100,Barometer,hPa,BME680,1614562298.2029068
2,23.589555853611422,0,100,Hygrometer,%,BME680,1614562298.2029068
3,325.986,300000,1100000,VOC,KOhm,BME680,1614562298.2029068
0,28.8329296875,-40,85,Thermometer,°c,BME680,1614562359.0802438
1,988.1531157040951,300,1100,Barometer,hPa,BME680,1614562359.0802438
2,23.61377608094918,0,100,Hygrometer,%,BME680,1614562359.0802438
3,326.292,300000,1100000,VOC,KOhm,BME680,1614562359.0802438
0,28.79328125,-40,85,Thermometer,°c,BME680,1614562419.9625406
1,988.1191907278752,300,1100,Barometer,hPa,BME680,1614562419.9625406
2,23.65426931915689,0,100,Hygrometer,%,BME680,1614562419.9625406
3,325.986,300000,1100000,VOC,KOhm,BME680,1614562419.9625406
0,28.75421875,-40,85,Thermometer,°c,BME680,1614562480.840392
1,988.0879455502627,300,1100,Barometer,hPa,BME680,1614562480.840392
2,23.66773203610981,0,100,Hygrometer,%,BME680,1614562480.840392
3,326.905,300000,1100000,VOC,KOhm,BME680,1614562480.840392
0,28.710078125,-40,85,Thermometer,°c,BME680,1614562541.9191678
1,988.0522646217214,300,1100,Barometer,hPa,BME680,1614562541.9191678
2,23.724161617578304,0,100,Hygrometer,%,BME680,1614562541.9191678
3,326.598,300000,1100000,VOC,KOhm,BME680,1614562541.9191678
0,28.6657421875,-40,85,Thermometer,°c,BME680,1614562602.807998
1,988.0198013416885,300,1100,Barometer,hPa,BME680,1614562602.807998
2,23.764336345243972,0,100,Hygrometer,%,BME680,1614562602.807998
3,326.292,300000,1100000,VOC,KOhm,BME680,1614562602.807998
0,28.6247265625,-40,85,Thermometer,°c,BME680,1614562663.6454568
1,987.9819574822009,300,1100,Barometer,hPa,BME680,1614562663.6454568
2,23.777660095945127,0,100,Hygrometer,%,BME680,1614562663.6454568
3,329.07,300000,1100000,VOC,KOhm,BME680,1614562663.6454568
0,28.5841015625,-40,85,Thermometer,°c,BME680,1614562724.519378
1,987.9570679830679,300,1100,Barometer,hPa,BME680,1614562724.519378
2,23.818106074373393,0,100,Hygrometer,%,BME680,1614562724.519378
3,327.521,300000,1100000,VOC,KOhm,BME680,1614562724.519378
0,28.545625,-40,85,Thermometer,°c,BME680,1614562785.3810544
1,987.95141314707,300,1100,Barometer,hPa,BME680,1614562785.3810544
2,23.86955411816243,0,100,Hygrometer,%,BME680,1614562785.3810544
3,326.598,300000,1100000,VOC,KOhm,BME680,1614562785.3810544
0,28.5034375,-40,85,Thermometer,°c,BME680,1614562846.2850134
